Identifier,Company Name,GICS Industry Name,Exchange Name,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004
III.L,3i Group PLC,Capital Markets,LONDON STOCK EXCHANGE,69.0961936049328,75.6057393211334,78.480628167587,73.2486271138121,64.0516651923469,73.037606398314,70.5612528271542,66.0307425003737,53.5688268842022,62.0855037946062,45.1127209035102,56.8756324717011,62.5072073853869,60.8595793763772,57.8191465749322,49.4229946653095,53.6583966390073,53.3366043858272,26.4305087154828,56.3345714535042,90.786927407339,89.9476004683197,89.1145358976,85.4304709547204,89.4929142255114,85.5317132137498,84.7587106988199,78.7436726280407,59.6635141221129,58.3118012531483,72.2901234567901,66.551579828416,62.5251168947424,66.7432221958238,72.1884263011672,73.9744668911335,78.7422285987566,55.5907515702837,42.7407407407407,34.4122023809524,64.5000621531807,61.1618285350342,63.3209208970213,65.4622232878183,65.1418087708031,77.9268206776829,74.0917160657591,73.5672281261814,51.3843335212422,52.8413587797244,32.4833830392911,30.8486334942851,45.0469485373281,44.5006747638327,52.7913533834587,45.5957309002844,48.4973463069438,41.8522267206478,29.0268941584731,42.0693779904306,68.038702893389,84.8753101020599,89.3056779014036,77.6504929908814,56.7429377568862,66.2123044330081,64.3349271593546,56.8092123419992,58.4673833419652,76.2536011758942,52.8909410006445,80.9976954237701,82.5193473193474,78.4504255808604,61.9628088941713,49.7206297206297,53.0459335624284,70.3626651126651,27.2338247338247,82.9001538774207,1.0980305316415355,0.7187159144269127,1.0415170790399533,1.0820758169292677,1.331583032049188,0.8447114470275071,1.0847300832428588,1.0031577306589905,0.8656973772809453,0.9360414206256646,0.8392674328389906,0.5335945923495399,0.3777754807541517,0.5387086110240478,0.49228752007281174,0.2162217580054945,0.5551351030045009,0.6784787702533307,0.7254679648965122,0.7205501564385209
ADML.L,Admiral Group PLC,Insurance,LONDON STOCK EXCHANGE,56.547259427676,57.6746904498342,56.7462675376482,59.1041672039886,56.5972083983806,59.214695269483,61.1711168198332,57.0248357365662,54.4284732770139,39.1790942330875,41.4998229626906,44.4351013092504,47.2978240148119,41.1503905514776,52.0604613964175,48.7904187985761,44.6631746031746,44.1950101994363,23.050057222471,40.4960580096797,77.8203418537281,78.3419157896145,67.907021760929,44.9317545199898,39.945725377143,36.4762465501229,38.8935008726207,35.7274220032841,30.6920210466694,29.0399610136452,35.2004313812578,33.7180225093199,33.8472045252712,38.1120600414079,35.2741071428571,38.5771889400922,38.8841118754333,53.8097738720394,27.2093023255814,28.3333333333333,37.2920553896123,37.7312510294857,42.6128762007086,49.1344537815126,47.3739725992245,47.686871288955,51.2436894413497,42.6431468123115,44.1534653410569,23.132274584098,39.4444941847337,31.0837431214144,40.8758894614158,43.6870490620491,42.2850985390725,42.5355774493706,25.8195488721804,20.0166112956811,27.6026272577997,27.8473581213307,73.7715138563821,76.512561373329,77.2168088890094,80.8714017974256,78.5098042555124,86.0958407154307,86.423118865867,87.7006402826075,80.9363204135814,67.5958843704067,52.3733426569592,69.8169221740313,65.8013986013986,46.2176213480561,76.2605028145067,66.9921436588104,76.2333333333334,78.1517094017094,25.4220779220779,68.7515605493134,1.1585380208900509,1.0423338172625956,1.4924081162750347,1.0994199779118092,0.8939828270901977,0.8741772916413072,0.9813844319502998,1.0687779733582945,1.1116371930968,0.9501685078633142,1.041353203753812,0.9902233600898808,0.882298718497839,2.30308577220241,2.691026830295562,2.374086142743164,3.320536176265796,3.811980960299073,1.7817957512473857,1.456423888651184
ALWA.L,Alliance Witan PLC,Software,LONDON STOCK EXCHANGE,55.613695360167,62.2036363001767,60.2140541759253,64.246311093085,55.7952268547839,54.4595779526469,49.6075610582305,50.1423160994814,61.6046742668539,60.6175325596054,57.9387813527641,53.1682199557213,12.4959196256937,46.9340974212034,48.5267881278045,49.7308326821221,41.9942693409742,46.8051575931232,37.471811855766,31.9748237339429,63.8271604938272,64.096449390567,77.887537993921,78.2598039215686,75.3968253968254,68.974358974359,75.3373819163293,79.3181818181818,76.5795206971677,41.6666666666667,50.0,58.3333333333333,0.0,41.6666666666667,33.3333333333333,25.0,8.33333333333333,8.33333333333333,8.33333333333333,16.6666666666667,64.8082706766917,67.2777304084955,70.2149395227198,72.2675591417568,73.2727087990246,72.8559680451128,78.092959671907,72.0842804686134,77.2877315239318,41.8796992481203,45.4887218045113,46.390977443609,21.2406015037594,52.0300751879699,41.3533834586466,30.4511278195489,19.9248120300752,30.9022556390977,20.9774436090226,6.99248120300752,47.1772327940029,58.0758819242853,49.289814350528,55.5168014692031,38.7589697299998,37.6970668466492,23.0631751624118,28.0944692829939,47.0216682297281,78.2528825739017,68.725748289526,57.1428264697042,8.53375527426161,44.2222222222222,56.8658280922432,68.922558922559,65.0333333333334,66.25,55.487012987013,53.4956304619226,0.8828678530368308,0.8915470582676382,0.8470374601310761,0.8501741826668748,0.8742608118032621,0.8570285571762571,0.8709436591794834,0.887698675945828,0.8098675303553472,0.7756922371834757,0.768691037006569,0.7795420537289086,0.6250011765005241,0.814963203547739,1.0103106136956514,0.45326267016315386,0.8177647066567459,1.2263608415461176,0.8981888342364,0.9137349820658797
AAL.L,Anglo American PLC,Metals & Mining,LONDON STOCK EXCHANGE,79.2265566935576,79.9767337145557,82.1907241550683,83.2714659662555,81.0032437136364,82.0612126358354,75.1605670225548,79.8102154891312,81.4344421632883,88.8866848449021,85.0499335125806,89.0076250788153,84.3013248128605,87.2186189204797,77.4757091617999,83.5325303670576,72.9403740758456,38.2877152999936,55.3366419407203,75.7339121030445,78.2998962704512,77.4757654324917,83.1164958275828,80.9434364085527,82.6321253568737,83.2767570522131,85.544660418836,86.4524290011705,85.5201561974948,84.5390262400765,83.5033772718018,85.4454343852428,83.1259950523584,84.7289388983643,82.7060332623753,77.3211578179865,65.4371273836071,28.2515073212748,57.4609003127975,84.5500168145485,84.2948105025052,84.1160456029082,82.6969548816067,83.084173061168,83.9506445007971,81.387311823051,77.6294012383096,76.1789430380295,86.9662114300824,93.4069343921197,88.6091059141275,91.0426016439929,80.6567762023827,84.6566349588162,80.6801839464883,80.3942497553569,81.5982522196242,48.6142922583601,46.8670244093973,79.4009351256575,72.2484651131237,76.7775826573805,80.0341288448594,86.9152605934115,73.8380509571497,81.4233808599792,56.230554856509,76.2409615278468,66.5122968603463,87.7101420872122,81.4335760218283,90.7783312577833,91.9589743589743,94.9859673337934,64.7271331649582,97.5787909121243,69.5057273768614,35.7488344988345,66.1726336726337,57.0876520628284,0.5041986300039327,0.77690520502796,0.8296471186398817,0.7226072511277465,0.7036028183231514,0.6001438475456913,0.538998205808979,0.40012002457289675,0.11894737753425277,0.3955641280137949,0.42812648298884703,0.5409911511405967,0.67822410497935,1.0304074933127836,1.0239045305753642,0.5985016099505247,1.8055669558598344,1.5703908989244455,0.9805725849833706,0.6605371875585733
AHT.L,Ashtead Group PLC,Trading Companies & Distributors,LONDON STOCK EXCHANGE,53.4933427636442,47.2516222916283,46.0103646126619,44.0685709958909,44.7919074443774,31.6024882335339,29.9398200139666,38.7149979847613,41.091073155478,30.8021496043474,29.4132905802016,26.8531165711372,25.9311593731517,25.6980552075333,25.0673554439418,18.3814718656136,15.0780916844349,23.4633942804219,16.2365223396007,15.0231682330896,37.5262096287461,35.4261294261294,33.6755184665415,30.2869732877531,30.4651568850352,27.9070061759644,24.7629793792276,26.0591573383085,35.4943543054355,15.5592365151189,13.4747583243824,10.5222734254992,4.52898550724637,4.84496124031007,3.77777777777777,5.02645502645502,0.0,1.21951219512195,0.0,0.0,52.4869807277257,48.7731994759848,53.0564409168304,54.9132971773691,55.1639667978193,34.254869171749,34.651554192896,37.9695055976329,35.474994752712,34.6615124681391,34.5910433919945,33.4878640776699,36.553367064876,36.7981228319838,25.4294859271123,22.5250076010946,14.2080745341615,22.4315619967794,9.47282608695651,10.3402646502835,65.9562430039687,53.5852297841331,45.6576258731729,39.9459300323579,41.3414571837319,30.9231230724524,27.7221336763321,48.5266600430535,52.4037317506754,36.5407806630737,33.9542456775397,29.8069738480697,27.3398601398601,26.111801242236,39.5073375262055,22.4354657687991,26.7444444444445,40.3525641025641,36.2445887445888,31.5230961298377,1.4054017777569754,1.338237214545354,2.344097207023316,1.6451946251987692,1.0943285100515188,0.9162378372634148,1.4456859282305763,1.2269129280566275,1.196335144789017,1.5236540375773207,1.4048147813709073,0.9879456477083581,0.5778702555742583,0.5085127968851659,0.2554984221820468,0.11447105672138831,0.2807813590996182,0.5432757729276758,0.7307881604880148,0.32730994469773833
AZN.L,AstraZeneca PLC,Pharmaceuticals,LONDON STOCK EXCHANGE,94.3830760048004,95.3486859064383,95.3857798031361,94.9997690574773,93.7564636708273,94.5051525823698,93.8557880209171,89.6914800626949,87.0940502873892,87.0198125586831,87.0775263541212,89.2564314393112,85.786485685212,89.4156114052934,85.5689103781136,88.8074662968494,78.8878927415623,43.6974450559826,35.1082065633003,47.7209958819584,91.3276433485682,93.3467141387187,93.0442499333689,92.5739254783373,91.7491670633032,91.2742579908676,91.4070777707141,91.2926399443253,91.5917077400511,90.6318699081857,91.4438355890925,93.0709580274798,88.5668479558197,91.6570948312089,88.791568338782,79.5627245095331,73.9433811802233,61.6735537190083,47.65625,42.8977272727273,96.7134766383942,97.1899614937193,97.092131322512,96.8521371039389,97.0218883820458,96.748346702559,96.7667719193628,87.4975751782905,85.460723153364,83.7752027897363,82.7405265796689,85.5132100207139,79.0702359989192,84.7441053924828,83.8261966837356,90.6150481925684,80.5025071323593,45.5858223304704,34.697474682733,45.8670457030396,92.5849530205895,94.0651144639963,94.5528541592318,93.7807620965234,90.3484853645798,93.522146292078,91.301205156167,91.7959651156372,86.2366848168419,89.2198595459742,90.3569714669628,92.0531483946694,93.7846153846154,94.7531631009892,85.8100166724443,92.8856128856129,80.1009163802978,27.6928904428904,26.520124020124,54.0286850738902,2.068126592869154,2.1794276394997047,1.726484464569773,1.969934175899279,2.1562580619198397,1.5651738501077492,1.3827046919334391,1.1075360124652769,1.4321318500753295,1.5293201282360391,1.3309482598359201,1.101174463800962,1.1305576499429641,1.144250602404187,1.2413383719382556,1.265749953940607,1.3040166883588522,2.751364494771816,3.096695551071099,2.3246607200417744
BAES.L,BAE Systems PLC,Aerospace & Defense,LONDON STOCK EXCHANGE,70.9506373804668,73.2813805329322,73.5500018353499,76.069149878523,74.0103669313739,69.6302767650079,60.3793343962546,66.44687073918,52.5660496982529,59.9579810931038,58.4805713042588,65.3994233767535,48.0110558496648,50.9441022702052,54.966986980075,48.1874761215155,29.5631221515362,33.2296261972521,49.4077954255356,52.0495967530379,83.1689305585624,70.775998195353,73.5542492859213,62.4950901904971,61.1583845981478,61.9649323422908,57.0673224563385,65.9366704287145,51.9338987080923,56.5907554244268,63.6894151600034,71.0680782873296,66.6801948051948,65.6353861192571,59.505772005772,30.6324110671937,35.5169340463458,34.5454545454545,43.1818181818182,51.1019283746557,65.1707320686374,65.2015774785555,61.6514494588265,70.7047847927982,72.6380500431406,66.1182304624927,63.3232167628507,57.6459111565824,47.4210315873651,52.8272665292857,45.6284153005464,55.9681390601654,34.3584370762973,39.1171669860194,46.6547530042488,42.4282394321965,33.0695308083663,34.2505854800937,40.9836065573771,44.2622950819672,69.8255384725657,86.0712828319789,89.6760358153297,93.2951552103913,85.2954057575672,80.0123032184101,58.817547055252,78.7512072899316,60.0039849746856,72.093359658865,72.0825639484119,74.0270396270396,52.8272371750633,56.202561943908,62.9062395729063,68.8681557846507,20.4438616938617,30.8807183807184,65.3929680922104,63.3006736068586,1.0510441884604231,0.83730013503528,0.6413053041922965,0.5714404900675616,0.7063949617972696,0.5930278531053039,0.7925063097473618,0.7979435454251788,0.7875067060317683,0.7520799497634928,0.7091703973730948,0.4917008316757164,0.39934529322730467,0.4681528873533034,0.4993736219294611,0.5175126893924037,0.8634034484037529,0.7547504113369999,0.6060600806916238,0.43374201924271355
BP.L,BP PLC,"Oil, Gas & Consumable Fuels",LONDON STOCK EXCHANGE,88.4851566436586,90.0968532025842,88.1149353501828,87.429254555929,90.3985961106998,87.4757639132316,85.3774731069144,84.8736492148508,85.7879726645866,88.1431863777891,85.6269882394944,88.1145494496006,87.582212091947,87.3613123107549,89.1751134770227,91.785396065311,86.9554883064235,81.3123196341188,68.1311409696908,56.9723245697543,90.0482593249447,89.7756456966445,84.1787829226637,80.468781151759,85.1602203556796,84.7138309574547,78.7418012344102,80.629743332982,79.3992184194252,83.8000767039229,82.7446491299305,80.3302354863995,77.2455314997274,77.5644137038385,80.704978180843,86.832981956525,69.7644134514236,65.6845605375017,55.6479284927561,46.4704792490119,85.4061870939894,88.6097436652791,88.7206119544664,89.7677227588822,92.7994668635141,94.5880970063833,95.3728334517576,92.5829352203962,92.2879314761016,93.9450099046904,90.2300503235083,95.3745090071787,93.1185364338975,93.8627097338362,93.7448584094452,94.4451396436306,94.8572970538544,85.4880581516096,62.0682649329541,49.7162883845127,91.6834350746833,93.219969552824,92.807835632906,93.4676805867793,93.7999943755449,78.8429382322512,77.2847325716178,77.3498177983698,83.5665523436224,84.1664952764866,81.6456248836976,86.5846153846154,92.8695652173913,90.1359381964047,93.4486001152668,94.3057273768614,98.0775058275058,96.7862992862993,97.2519815347095,85.3149622371913,0.36356997915028866,0.3620397474655768,0.3072643127129556,0.26481235692178146,0.43154855830176764,0.4543937104284383,0.5061367306064264,0.46490408334078065,0.3662580662262008,0.41051590811025834,0.49280241841678496,0.43977224880410426,0.46345979538140436,0.5014942026490806,0.7705247978243702,0.6313325433912845,0.9783606602540198,1.0056294724996346,1.0635771917570247,1.0838449191596053
BAB.L,Babcock International Group PLC,Aerospace & Defense,LONDON STOCK EXCHANGE,57.0704021941517,56.3409072842964,58.1609454836064,52.4181556895673,45.6741840396876,45.8958009713449,40.2795897863786,38.6784381216336,33.4286727709883,31.523842368372,40.4561499461813,39.7721734333132,39.3387412083316,34.0597618141362,39.0147203726596,27.9220180970889,28.6815163254012,20.0750937711369,39.5344114318934,18.8004825180478,54.4502373945748,58.1692852072042,57.3007637523767,49.3090653189175,39.2967896996906,31.1463490134748,28.8897377132671,26.9743221012953,25.1786972717205,22.6258585337176,28.9965986394558,26.5096736368966,28.0152545866832,33.047619047619,32.0908593322386,26.016210739615,8.46560846560847,3.52733686067019,15.5202821869489,0.0,45.3681276199911,40.3131674824667,34.7753925757273,32.4408717851341,33.5883854899482,32.1101164797239,22.3201995101632,22.7029823888857,25.6577572329393,30.3248567151233,25.0962879793134,23.7224817384895,25.13944650006,25.1722528261714,27.4527407591924,24.1538868323638,29.5440446650124,25.5833905284832,36.486335125448,23.2630272952854,74.6102913741054,76.7265885388668,90.4921615838555,81.7784734762757,66.7339112564435,75.3993269402027,72.9770992366412,69.5776066677706,50.355934734023,39.7329413686102,68.9853015781608,69.3681023747155,65.1925407925408,46.0262249827467,59.8543224549762,37.7128643795311,45.9444444444445,26.207264957265,62.5649350649351,27.3033707865169,0.5625147507143338,0.4228189247674195,0.3608741034980313,0.30455466453492264,0.4362184057589463,0.3429153759013986,0.5440550588753785,0.7728121383750939,0.925973027519364,1.0037056861246123,1.5568827236698912,1.237819569097013,0.8549971224424543,0.6243987109072887,0.9805968491320801,0.7839041936979163,0.8868125527979366,1.28795818631857,0.7947584982499112,0.5212889659468761
