G Scores Descriptive Statistics from 2023 to 2004 
,0
mean,52.6889608012631
std,30.23122307921957
min,0.699419993176391
25%,22.16810582580317
50%,57.38057507239034
75%,73.05040641139678
max,99.2609351432881
