ESG Scores Descriptive Statistics from 2023 to 2004 
,0
mean,51.33966296265132
std,29.2019065483232
min,1.90054743298317
25%,19.6070910585965
50%,58.082130310541416
75%,73.51558210595783
max,95.7347894761489
