E Scores Descriptive Statistics from 2023 to 2004 
,0
mean,49.31205288462293
std,30.532941103694824
min,0.409130060292851
25%,22.96060160290825
50%,54.80845579664044
75%,73.49885861374531
max,98.5458059150293
