S Scores Descriptive Statistics from 2023 to 2004 
,0
mean,51.23246730641211
std,27.449843601214987
min,1.2319263182229
25%,22.90838450344766
50%,53.58865838566575
75%,69.19187146329932
max,97.3077880055978
