G Scores Descriptive Statistics from 2023 to 2004 
,0
mean,54.90664333592493
std,27.23428489478716
min,5.44034562977734
25%,28.308291024396176
50%,61.13919800244386
75%,72.71709015754743
max,98.5272736143638
