S Scores Descriptive Statistics from 2023 to 2004 
,0
mean,55.99684915190279
std,30.968905820611507
min,1.58227848101266
25%,23.864582468749933
50%,63.6582293823198
75%,80.67581844532663
max,98.469630624803
