S Scores Descriptive Statistics from 2023 to 2004 
,0
mean,50.99896130530048
std,29.84438344493324
min,1.45502645502645
25%,20.323533924765307
50%,56.44549088123856
75%,73.63711256977531
max,98.1408977106386
