Identifier,Company Name,GICS Industry Name,Exchange Name,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
CME.OQ,CME Group Inc,Capital Markets,NASDAQ/NGS (GLOBAL SELECT MARKET),0.2702,0.2743,0.26815,0.0554,0.0527,0.0466,0.052300000000000006,0.0547,0.046900000000000004,0.0479,0.054000000000000006,0.0629,0.0751,0.076,0.09699999999999999,0.0935,0.0919,0.0891,0.091,0.1188
CDNS.OQ,Cadence Design Systems Inc,Software,NASDAQ/NGS (GLOBAL SELECT MARKET),0.1257,0.14,0.19760000000000003,0.19079999999999997,-0.0992,-0.1084,0.27390000000000003,0.4021,0.3268,0.2432,0.2305,0.2516,0.3317,0.4536,0.46149999999999997,0.36429,0.34020000000000006,0.35100000000000003,0.4278,0.45679000000000003
CM.TO,Canadian Imperial Bank of Commerce,Banks,TORONTO STOCK EXCHANGE,0.187,0.24,0.2345,0.2673,0.1739,0.15810000000000002,0.1671,0.213,0.22579999999999997,0.223,0.209,0.19899999999999998,0.1804,0.18100000000000002,0.16879999999999998,0.154,0.1127,0.15369,0.13269999999999998,0.133
CAPP.PA,Capgemini SE,IT Services,EURONEXT - EURONEXT PARIS,-0.0447,0.0487,0.0909,0.11659000000000001,0.11579,0.08334,0.09369999999999999,0.1153,0.12298999999999999,0.11409000000000001,0.12781,0.13652,0.13446999999999998,0.147,0.1402,0.14539,0.168,0.2075,0.20739000000000002,0.2113
COF.N,Capital One Financial Corp,Consumer Finance,"NEW YORK STOCK EXCHANGE, INC.",0.1845,0.12805,0.09630000000000001,0.0646,-0.003,0.012,0.1032,0.11199999999999999,0.09939999999999999,0.09939999999999999,0.1008,0.0851,0.0782,0.0745,0.10800000000000001,0.0947,0.04019999999999999,0.2101,0.1401,0.091
CHKP.OQ,Check Point Software Technologies Ltd,Software,NASDAQ/NGS (GLOBAL SELECT MARKET),0.1726,0.1561,0.18710000000000002,0.1932,0.19149999999999998,0.20079999999999998,0.1942,0.21186,0.20809999999999998,0.1972,0.19760000000000003,0.2137,0.233,0.2505,0.24710000000000001,0.25420000000000004,0.2737,0.28019,0.30219,0.34679000000000004
CSCO.OQ,Cisco Systems Inc,Communications Equipment,NASDAQ/NGS (GLOBAL SELECT MARKET),0.2614,0.28800000000000003,0.266,0.27899999999999997,0.2059,0.22753,0.1973,0.20329999999999998,0.1968,0.1877,0.19510000000000002,0.195,0.18600000000000003,0.2324,0.3592,0.3821,0.3444,0.2871,0.3799,0.33740000000000003
C.N,Citigroup Inc,Banks,"NEW YORK STOCK EXCHANGE, INC.",0.1925,0.1825,0.17739999999999997,0.0318,-0.1656,-0.063,0.06709999999999999,0.0662,0.0655,0.0719,0.0322,0.0785,0.066,0.06849999999999999,0.094,0.10300000000000001,0.059000000000000004,0.115,0.07089000000000001,0.043
CTSH.OQ,Cognizant Technology Solutions Corp,IT Services,NASDAQ/NGS (GLOBAL SELECT MARKET),0.221,0.21539999999999998,0.2169,0.23850000000000002,0.2192,0.2316,0.2352,0.2345,0.23870000000000002,0.2236,0.22940000000000002,0.2208,0.20670000000000002,0.2104,0.2419,0.1991,0.1707,0.19059,0.188,0.18
CBA.AX,Commonwealth Bank of Australia,Banks,ASX - ALL MARKETS,0.156196,0.171,0.20111,0.18766,0.16151,0.1893,0.19036999999999998,0.18600000000000003,0.184,0.187,0.182,0.07037,0.16,0.141,0.125,0.1041,0.11833,0.1315,0.14,0.136
