ESG Scores Descriptive Statistics from 2023 to 2004 
,0
mean,49.21627495339814
std,28.291345396363425
min,1.90054743298317
25%,22.24476734199645
50%,54.88054066128858
75%,70.68912328818023
max,95.1623712533978
