ESG Scores Descriptive Statistics from 2023 to 2004 
,0
mean,53.28925302791461
std,26.514239886103162
min,6.17689997470511
25%,28.467932698412525
50%,59.1138346008043
75%,73.58815105054961
max,95.3857798031361
