G Scores Descriptive Statistics from 2023 to 2004 
,0
mean,52.21673058418708
std,28.423758260452956
min,1.77435897435898
25%,26.04054343043369
50%,54.202226071582956
75%,71.62181638620137
max,98.474610974611
