Identifier,Company Name,GICS Industry Name,Exchange Name,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
BN.TO,Brookfield Corp,Capital Markets,TORONTO STOCK EXCHANGE,0.0344,0.0466,0.0327,0.014199999999999999,0.0121,,,,0.0128,,,0.0174,0.011000000000000001,0.0332,0.016,0.0387,-0.0005,0.0103,0.0049,0.0103
6448.T,Brother Industries Ltd,"Technology Hardware, Storage & Peripherals",TOKYO STOCK EXCHANGE,,,,,,0.0558,0.07104,0.05251,0.057999999999999996,0.08,0.099,0.04645,0.07008,0.07062,0.07607,0.06878999999999999,0.03319,0.07849,0.047,
BRO.N,Brown & Brown Inc,Insurance,"NEW YORK STOCK EXCHANGE, INC.",,0.09359999999999999,0.0953,0.0974,0.0784,,,0.0655,0.0642,0.0641,0.0548,0.048,,,,,,,,
CDW.OQ,CDW Corp,"Electronic Equipment, Instruments & Components",NASDAQ/NGS (GLOBAL SELECT MARKET),,,,,,,,,,0.054000000000000006,0.0682,0.0785,0.083,0.08710000000000001,0.1125,0.11900000000000001,0.1101,0.042190000000000005,0.10189,0.0678
GIBa.TO,CGI Inc,IT Services,TORONTO STOCK EXCHANGE,0.0674,0.0518,0.0724,0.0809,,0.0721,0.0922,0.053099999999999994,0.0675,0.0808,0.0873,0.0931,0.0959,0.1039,,0.09230000000000001,0.08990000000000001,0.09849000000000001,0.10849,0.10869
CME.OQ,CME Group Inc,Capital Markets,NASDAQ/NGS (GLOBAL SELECT MARKET),0.0768,0.07730000000000001,0.09449999999999999,0.0336,0.020499999999999997,0.021099999999999997,0.0291,0.03,0.0253,0.0219,0.0179,0.0187,0.0225,0.022400000000000003,0.030600000000000002,0.0319,0.0241,0.0149,0.0154,0.022090000000000002
CVC.AS,CVC Capital Partners PLC,Capital Markets,EURONEXT - EURONEXT AMSTERDAM,,,,,,,,,,,,,,,,,,,,
CDNS.OQ,Cadence Design Systems Inc,Software,NASDAQ/NGS (GLOBAL SELECT MARKET),0.0712,0.076,0.0975,0.1025,-0.006,-0.0104,0.0336,0.07919999999999999,0.10710000000000001,0.1069,0.1018,0.1226,0.15810000000000002,0.1739,0.2151,0.21199,0.21399,0.22030000000000002,0.2464,0.25989
CABK.MC,CaixaBank SA,Banks,BOLSA DE MADRID,,,,0.04453,0.02511,,,0.004,0.001,0.001,0.002,0.002,0.003,0.005,0.005,0.0044,0.0033,0.0088,0.0049,0.006999999999999999
CM.TO,Canadian Imperial Bank of Commerce,Banks,TORONTO STOCK EXCHANGE,0.0078000000000000005,0.0070999999999999995,0.0076,0.0087,0.0072,0.0068000000000000005,0.0073,0.0084,0.008199999999999999,0.0084,0.0088,0.0079,0.0084,0.0086,0.009300000000000001,0.008,0.0060999999999999995,0.0083,0.0074,0.0067
7751.T,Canon Inc,"Technology Hardware, Storage & Peripherals",TOKYO STOCK EXCHANGE,,,,,,0.0337,0.06297,0.06282,0.05695,0.085,0.08800000000000001,0.049729999999999996,0.02931,0.04654,0.05159,0.02624,0.018009999999999998,0.0458,0.049550000000000004,0.050300000000000004
CAPP.PA,Capgemini SE,IT Services,EURONEXT - EURONEXT PARIS,-0.0282,0.019799999999999998,0.0359,0.04934,0.050519999999999995,0.03811,0.04258,0.0471,0.04967,0.04896,0.0599,0.058890000000000005,0.05824,0.0644,0.0622,0.06679,0.06089000000000001,0.0658,0.0762,0.085
COF.N,Capital One Financial Corp,Consumer Finance,"NEW YORK STOCK EXCHANGE, INC.",0.0288,0.0204,0.016200000000000003,0.0104,-0.0005,0.0019,0.0149,0.015600000000000001,0.0134,0.0134,0.0148,0.0128,0.0111,0.009899999999999999,0.0147,0.013600000000000001,0.0058,0.0292,0.01569,0.0103
CG.OQ,Carlyle Group Inc,Capital Markets,NASDAQ/NGS (GLOBAL SELECT MARKET),,,,,,,,,,,0.024300000000000002,0.0111,0.0118,0.106,0.0501,0.045,0.049,0.09679,0.29559,0.05519
CBOE.Z,Cboe Global Markets Inc,Capital Markets,CBOE BZX U.S. EQUITIES EXCHANGE,,,,,,,0.25239999999999996,0.4938,0.4425,0.4485,0.47119999999999995,0.5174,0.4579,0.1282,0.10640000000000001,0.1013,0.09910000000000001,0.0973,0.10710000000000001,0.1143
SCHW.N,Charles Schwab Corp,Capital Markets,"NEW YORK STOCK EXCHANGE, INC.",,,0.021,0.029900000000000003,0.023799999999999998,,0.0054,0.0086,0.0073,0.0085,0.0084,0.0076,,0.0095,0.0123,0.012,0.0084,0.0102,0.01209,0.01179
